timestamp_utc,session_id,hostname,rocm_version,hip_version,pytorch_version,pytorch_hip_version,python_version,gpu_name,implementation,kernel,batch,num_heads,num_kv_heads,seq_len,head_dim,causal,dtype,num_warmup,num_iters,avg_time_ms,median_time_ms,p25_time_ms,p75_time_ms,min_time_ms,max_time_ms,achieved_tflops,validated_against,max_abs_error,rel_l2_error,cos_similarity,error_count,numel,error_rate,validation_passed,notes
2026-05-27T19:52:38Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,triton,fa_forward,16,16,16,1024,64,True,bfloat16,50,30,0.33325763245423634,0.3348409980535507,0.32582101225852966,0.3404940068721771,0.3103860020637512,0.3726480007171631,103.10262998318082,pytorch_sdpa,0.001953125,2.450503052386921e-05,1.0,0,16777216,0.0,True,Sweep v1: Triton via HK's triton_baseline_v02.py across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:52:48Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,triton,fa_forward,16,16,16,2048,64,True,bfloat16,50,30,0.7925548354784647,0.7889534831047058,0.7720749974250793,0.8079969882965088,0.7576820254325867,0.8893020153045654,173.41254802770612,pytorch_sdpa,0.001953125,3.117190863122232e-05,1.0,0,33554432,0.0,True,Sweep v1: Triton via HK's triton_baseline_v02.py across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:52:56Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,triton,fa_forward,16,16,16,4096,64,True,bfloat16,50,30,2.3827521800994873,2.3526079654693604,2.3179891109466553,2.38714599609375,2.278700113296509,2.6440908908843994,230.72303468212377,pytorch_sdpa,0.00390625,3.377392204129137e-05,1.0000001192092896,0,67108864,0.0,True,Sweep v1: Triton via HK's triton_baseline_v02.py across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:53:04Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,triton,fa_forward,16,16,16,8192,64,True,bfloat16,50,30,8.107388257980347,8.089849472045898,7.985672950744629,8.193425178527832,7.862712860107422,8.813835144042969,271.2369490122093,pytorch_sdpa,0.00390625,3.6744993849424645e-05,1.000000238418579,0,134217728,0.0,True,Sweep v1: Triton via HK's triton_baseline_v02.py across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:53:12Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,triton,fa_forward,16,16,16,16384,64,True,bfloat16,50,30,29.211705907185873,29.266169548034668,29.12417984008789,29.37533187866211,28.352447509765625,29.56617546081543,301.1153491054497,pytorch_sdpa,0.00390625,0.0010053416481241584,0.9999998807907104,0,268435456,0.0,True,Sweep v1: Triton via HK's triton_baseline_v02.py across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:53:22Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,triton,fa_forward,16,16,16,1024,128,True,bfloat16,50,30,0.49590856532255806,0.4976714998483658,0.4896329939365387,0.5085160136222839,0.45002299547195435,0.5288419723510742,138.5728772224416,pytorch_sdpa,0.0078125,0.001004696125164628,0.9999995231628418,15,33554432,4.470348358154297e-07,True,Sweep v1: Triton via HK's triton_baseline_v02.py across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:53:30Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,triton,fa_forward,16,16,16,2048,128,True,bfloat16,50,30,1.2720406333605447,1.2698259949684143,1.2544920444488525,1.285120964050293,1.235929012298584,1.3157509565353394,216.09208050045768,pytorch_sdpa,0.00390625,3.279886004747823e-05,1.0,0,67108864,0.0,True,Sweep v1: Triton via HK's triton_baseline_v02.py across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:53:38Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,triton,fa_forward,16,16,16,4096,128,True,bfloat16,50,30,4.220825640360514,4.216284513473511,4.18216609954834,4.242243766784668,4.165988922119141,4.382522106170654,260.49681305529765,pytorch_sdpa,0.0078125,3.3419011742807925e-05,1.0000003576278687,0,134217728,0.0,True,Sweep v1: Triton via HK's triton_baseline_v02.py across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:53:47Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,triton,fa_forward,16,16,16,8192,128,True,bfloat16,50,30,13.879989719390869,13.809189796447754,13.67071533203125,14.21427059173584,13.188298225402832,14.539088249206543,316.86237526240836,pytorch_sdpa,0.0078125,3.817863398580812e-05,1.0000005960464478,0,268435456,0.0,True,Sweep v1: Triton via HK's triton_baseline_v02.py across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:53:57Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,triton,fa_forward,16,16,16,16384,128,True,bfloat16,50,30,48.33235562642415,48.26748085021973,48.162601470947266,48.41987991333008,47.97212219238281,48.96682357788086,363.98362580114014,pytorch_sdpa,0.00390625,4.0787566831568256e-05,1.0000005960464478,0,536870912,0.0,True,Sweep v1: Triton via HK's triton_baseline_v02.py across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:54:19Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,aiter,fa_forward,16,16,16,1024,64,True,bfloat16,50,30,0.2166443665822347,0.215830996632576,0.21240299940109253,0.2184170037508011,0.2043839991092682,0.239423006772995,158.59973148647552,pytorch_sdpa,0.03125,0.005748618859797716,0.9999935626983643,2786,16777216,0.00016605854034423828,True,Sweep v1: AITER across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:55:44Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,aiter,fa_forward,16,16,16,2048,64,True,bfloat16,50,30,0.5677196681499481,0.5628995001316071,0.5566650032997131,0.569694995880127,0.5451989769935608,0.6933760046958923,242.08946982562378,pytorch_sdpa,0.03125,0.005842303857207298,0.9999933838844299,2741,33554432,8.168816566467285e-05,True,Sweep v1: AITER across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:55:44Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,aiter,fa_forward,16,16,16,4096,64,True,bfloat16,50,30,1.8446117758750915,1.8439514636993408,1.83024001121521,1.8576630353927612,1.7917530536651611,1.9308689832687378,298.03334288440914,pytorch_sdpa,0.015625,0.005904131103307009,0.9999935030937195,2771,67108864,4.1291117668151855e-05,True,Sweep v1: AITER across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:55:45Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,aiter,fa_forward,16,16,16,8192,64,True,bfloat16,50,30,6.667865355809529,6.648974180221558,6.639212131500244,6.681548118591309,6.594429969787598,6.976870059967041,329.7941902255196,pytorch_sdpa,0.03125,0.005968973506242037,0.9999936819076538,2811,134217728,2.094358205795288e-05,True,Sweep v1: AITER across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:55:45Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,aiter,fa_forward,16,16,16,16384,64,True,bfloat16,50,30,24.795222155253093,24.743916511535645,24.66787338256836,24.838621139526367,24.560951232910156,25.808143615722656,354.7495145287282,pytorch_sdpa,0.03125,0.006015114951878786,0.9999938011169434,2752,268435456,1.0251998901367188e-05,True,Sweep v1: AITER across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:55:47Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,aiter,fa_forward,16,16,16,1024,128,True,bfloat16,50,30,0.3052732686201731,0.2990745007991791,0.2958729863166809,0.30145499110221863,0.29162299633026123,0.4296959936618805,225.10807135721436,pytorch_sdpa,0.0078125,0.001343008130788803,0.9999991655349731,15,33554432,4.470348358154297e-07,True,Sweep v1: AITER across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:55:48Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,aiter,fa_forward,16,16,16,2048,128,True,bfloat16,50,30,0.8740675628185273,0.8734104931354523,0.8698279857635498,0.8763219714164734,0.8638439774513245,0.9096670150756836,314.48130400540873,pytorch_sdpa,0.0078125,0.0013547349954023957,0.9999992251396179,4,67108864,5.960464477539063e-08,True,Sweep v1: AITER across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:55:48Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,aiter,fa_forward,16,16,16,4096,128,True,bfloat16,50,30,2.689491319656372,2.687067985534668,2.667062997817993,2.7138888835906982,2.630669116973877,2.763521909713745,408.8176897021855,pytorch_sdpa,0.0078125,0.0013500002678483725,0.9999992847442627,17,134217728,1.2665987014770508e-07,True,Sweep v1: AITER across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:55:48Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,aiter,fa_forward,16,16,16,8192,128,True,bfloat16,50,30,9.854217942555746,9.856400489807129,9.806933403015137,9.897377967834473,9.757280349731445,9.930793762207031,446.31106565148104,pytorch_sdpa,0.0078125,0.0013237204402685165,0.9999997615814209,8,268435456,2.9802322387695312e-08,True,Sweep v1: AITER across 5 seq_lens x 2 head_dims at BF16
2026-05-27T19:55:49Z,jupyter-launcher,jupyter-launcher,7.2.2,7.2.53211-35e8c7bf89,2.10.0+git8514f05,7.2.53211,3.12.13,,aiter,fa_forward,16,16,16,16384,128,True,bfloat16,50,30,35.58064918518066,35.48025703430176,35.41775894165039,35.569942474365234,35.257225036621094,36.804168701171875,494.4312835006716,pytorch_sdpa,0.0078125,0.0013043577782809734,0.9999997615814209,4,536870912,7.450580596923828e-09,True,Sweep v1: AITER across 5 seq_lens x 2 head_dims at BF16
